ShopName,URL_Shop,province,Category,Type,name,price,unit,standard
พรีเมี่ยมแม่กลอง,www.dgtfarm.com/farmmaumphawa,สมุทรสงคราม,ผลไม้,ส้มโอ,ส้มโอขาวใหญ่แม่กลอง,75,กิโลกรัม,GAP
พัชญ์ทิตาค้าข้าว,www.dgtfarm.com/Pattita,ศรีสะเกษ,สินค้าแปรรูป,แป้งกล้วยผงดิบ,กล้วยน้ำว้าผง,35,ซอง,GAP
พัชญ์ทิตาค้าข้าว,www.dgtfarm.com/Pattita,ศรีสะเกษ,ผลไม้,กล้วยหอมทอง,กล้วยหอมทองสวนป้าอุษา,5,ลูก,GAP
พัชญ์ทิตาค้าข้าว,www.dgtfarm.com/Pattita,ศรีสะเกษ,สินค้าแปรรูป,ชาชงสมุนไพร,ชาเชียงดา,90,ถุง,GAP
พัชญ์ทิตาค้าข้าว,www.dgtfarm.com/Pattita,ศรีสะเกษ,สินค้าแปรรูป,ปลาร้าผง,ปลาร้าผงสมุนไพร,35,ซอง,GAP
พัชญ์ทิตาค้าข้าว,www.dgtfarm.com/Pattita,ศรีสะเกษ,สินค้าแปรรูป,ชาชงสมุนไพร,ฟักทองผง,35,ซอง,GAP
พัชญ์ทิตาค้าข้าว,www.dgtfarm.com/Pattita,ศรีสะเกษ,ผลไม้,มะละกอแขกดำเบอร์ใหญ่(1),มะละกอ,50,กิโลกรัม,GAP
พามาฟาร์ม By โตวันโตคืน,www.dgtfarm.com/towantokhuen,ตาก,ผลไม้,กล้วย,กล้วยหอมคาเวนดิช,15,กิโลกรัม,GAP
พิมพรฟาร์ม​,www.dgtfarm.com/pimpornfarm,เชียงราย,สินค้าแปรรูป,ชาใบหม่อน,ชาใบหม่อนม่อนผาขัน,50,ถุง,GAP
พิมพรฟาร์ม​,www.dgtfarm.com/pimpornfarm,เชียงราย,ผลไม้,มังคุด,มังคุด,650,กล่อง,GAP
พิมพรฟาร์ม​,www.dgtfarm.com/pimpornfarm,เชียงราย,ผลไม้,ลำไย,ลำไย,50,กิโลกรัม,GAP
พิริยะฟาร์ม,www.dgtfarm.com/piriyafarm,ประจวบคีรีขันธ์,ผลไม้,ทุเรียนป่าละอู,ทุเรียนหมอนทอง,200,กิโลกรัม,GI
พิรุณฟาร์ม,www.dgtfarm.com/pirunfarm,นครราชสีมา,สินค้าแปรรูป,ปลาส้มตะเพียน,ปลาส้มตะเพียน,50,ตัว,Organic
พี แอนด์ เอ็ม ออร์แกนิค ฟาร์ม,www.dgtfarm.com/samai,อุบลราชธานี,ผลไม้,ทุเรียนหมอนทอง,ทุเรียนหมอนทองเนื้อสวย,150,กิโลกรัม,Organic Thailand
พุทธาผลัม ฟาร์ม,www.dgtfarm.com/BhuthapalamFarms,ราชบุรี,สินค้าแปรรูป,น้ำมัลเบอร์รี่,น้ำมัลเบอร์รี่พร้อมดื่ม,10,โหล,กำลังขอใบรับรอง GAP
พุทธาผลัม ฟาร์ม,www.dgtfarm.com/BhuthapalamFarms,ราชบุรี,ผัก,เรดโอ้ค,เรดโอ้คอินทรีย์,100,กิโลกรัม,กำลังขอใบรับรอง GAP
พุทธาผลัม ฟาร์ม,www.dgtfarm.com/BhuthapalamFarms,ราชบุรี,ผลไม้,ส้มโอทองดี,ส้มโอทองดีบ้านแท่น เกรดพรีเมี่ยม บรรจุ 2 ลูก,200,กล่อง,กำลังขอใบรับรอง GAP
พุมมา ฟาร์ม,www.dgtfarm.com/Pummafarm,ชุมพร,ไข่,ไข่ไก่,ไข่ไก่ ไซด์กลาง,200,กล่อง,GAP
พุมมา ฟาร์ม,www.dgtfarm.com/Pummafarm,ชุมพร,ไข่,ไข่ไก่,ไข่ไก่ ไซด์เล็ก,180,กล่อง,GAP
พุมมา ฟาร์ม,www.dgtfarm.com/Pummafarm,ชุมพร,ผลไม้,ลองกอง,ลองกอง พิเศษ เกรด B ขนาด size S+,400,กล่อง,GAP
พุมมา ฟาร์ม,www.dgtfarm.com/Pummafarm,ชุมพร,ผลไม้,ลองกอง,ลองกอง พิเศษ เกรด C ขนาด size S+,350,กล่อง,GAP
โพเป็น 1,www.dgtfarm.com/phopen1,สิงห์บุรี,ผัก,มะเขือเทศราชินี,มะเขือเทศ​ราชินี คัดพิเศษ​,100,กิโลกรัม,กำลังขอใบรับรอง GAP
โพเป็น 1,www.dgtfarm.com/phopen1,สิงห์บุรี,เครื่องสำอาง,สบู่,สบู่รังไหมผสมน้ำมันดอกทานตะวัน,50,กล่อง,กำลังขอใบรับรอง GAP
โพเป็น 1,www.dgtfarm.com/phopen1,สิงห์บุรี,สินค้าแปรรูป,ชาชงสมุนไพร,อัญชันแห้ง Dried Butterfly pea Clitoria ternatea,400,กิโลกรัม,กำลังขอใบรับรอง GAP
ฟาร์มดำรักษ์,www.dgtfarm.com/Fruits,พัทลุง,สินค้าแปรรูป,ชาข้าวกล้องลืมผัว,IRICE,120,กล่อง,GAP
ฟาร์มดำรักษ์,www.dgtfarm.com/Fruits,พัทลุง,ข้าวและธัญพืช,ข้าวแดงดอย,ข้าวแดงดอย IRICE,60,กิโลกรัม,GAP
ฟาร์มดำรักษ์,www.dgtfarm.com/Fruits,พัทลุง,ข้าวและธัญพืช,ข้าวลืมผัว,ข้าวลืมผัว I Rice,120,กิโลกรัม,GAP
ฟาร์มธรรมดาสุข DhamadaSuk Farm,www.dgtfarm.com/DhamadaSuk,ร้อยเอ็ด,สินค้าแปรรูป,กล้วยฉาบ,กล้วยอบเนยเบรคแตก,50,ห่อ,Organic Thailand
ฟาร์มธรรมดาสุข DhamadaSuk Farm,www.dgtfarm.com/DhamadaSuk,ร้อยเอ็ด,ผัก,ผักกวางตุ้งไต้หวัน,กวางตุ้งใต้หวัน,45,กิโลกรัม,Organic Thailand
ฟาร์มธรรมดาสุข DhamadaSuk Farm,www.dgtfarm.com/DhamadaSuk,ร้อยเอ็ด,ผัก,ซุกินี่,ซุกินี่,60,แพ็ค,Organic Thailand
ฟาร์มธรรมดาสุข DhamadaSuk Farm,www.dgtfarm.com/DhamadaSuk,ร้อยเอ็ด,ไข่,ไข่ไก่,ปรรณ ไข่ไก่หรรษา,55,แพ็ค,Organic Thailand
ฟาร์มนายเทน,www.dgtfarm.com/nineten,เชียงราย,สินค้าแปรรูป,แก่นตะวัน,กุ้งจ่อมแก่นตะวัน,80,กระปุก,GAP
ฟาร์มพอดี,www.dgtfarm.com/pordee,ฉะเชิงเทรา,สินค้าแปรรูป,มะพร้าวกะทิแช่แข็ง,มะพร้าวกะทิ มะพร้าวทับสะแก,220,กิโลกรัม,GAP
ฟาร์มเมอร์มาร์เก็ต @สกต.ลำปาง จำกัด,www.dgtfarm.com/farmermarket,ลำปาง,ผลไม้,เมล่อน,เมล่อน ผิวเรียบ,150,กิโลกรัม,Organic Thailand
ฟาร์มเมอร์มาร์เก็ต @สกต.ลำปาง จำกัด,www.dgtfarm.com/farmermarket,ลำปาง,สินค้าแปรรูป,ไอศกรีมเมล่อน,ไอศกรีมเมล่อน,100,กล่อง,Organic Thailand
ฟาร์มรู้คุณ Grateful Farm,www.dgtfarm.com/farmroonkun,เชียงราย,ผัก,มะเขือเทศ,มะเขือเทศ,250,กิโลกรัม,GAP
ฟาร์มลุงหยุด,www.dgtfarm.com/Farmlungyood6224,สระบุรี,ไข่,ไข่ไก่,ไข่อารมณ์ดี,55,แพ็ค,Organic Thailand
ฟาร์มลุงหยุด,www.dgtfarm.com/Farmlungyood6224,สระบุรี,สินค้าแปรรูป,แป้งกล้วยผงดิบ,"ผงกล้วยน้ำว้าดิบ ""แม่อุบล""",150,ซอง,Organic Thailand
ฟาร์มแลนด์,www.dgtfarm.com/Farmland,หนองบัวลำภู,ผัก,แรดิช,แรดิช,150,กิโลกรัม,GAP
ฟาร์มสุขสบาย,www.dgtfarm.com/farmsooksabuy,ชัยนาท,เครื่องสำอาง,เซรั่ม,น้ำมันบอระเพ็ดสกัดเย็นเข้มข้น ขนาด 100 ml.,250,ขวด,MOA
ฟาร์มอภิรดี,www.dgtfarm.com/Apiradee,นครนายก,ข้าวและธัญพืช,ข้าวหอมนิล,ข้าวหอมนิล,100,กิโลกรัม,GAP
ภ.สำเภาฟาร์ม สุราษฎร์ธานี,www.dgtfarm.com/sumpfarm,สุราษฎร์ธานี,ข้าวและธัญพืช,ข้าวหอมมะลิ,ข้าวหอมมะลิ 100%,50,กิโลกรัม,GAP
ภูมทรัพย์ (จ.ชุมพร),www.dgtfarm.com/Phumsub,ชุมพร,พืชสมุนไพร,กวาวเครือขาว,ผงกวาวเครือขาว 100%,100,ชิ้น,GAP
ภูมทรัพย์ (จ.ชุมพร),www.dgtfarm.com/Phumsub,ชุมพร,พืชสมุนไพร,กวาวเครือแดง,ผงกวาวเครือแดง 100%,100,ชิ้น,GAP
ภูมทรัพย์ (จ.ชุมพร),www.dgtfarm.com/Phumsub,ชุมพร,สินค้าแปรรูป,ลำไยอบแห้ง,ลำไยอบแห้ง,100,ห่อ,GAP
ภูมทรัพย์ (จ.ชุมพร),www.dgtfarm.com/Phumsub,ชุมพร,ผลไม้,ส้มโอ,ส้มโอ,60,กิโลกรัม,GAP
มณฑลไชยศรี๘๐๗๘,www.dgtfarm.com/narong,นครปฐม,ผลไม้,ทุเรียนหมอนทอง,ทุเรียนผลสดพันธุ์หมอนทอง,180,กิโลกรัม,Organic Thailand
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,กล้วยตาก ออร์แกนิค,กล้วยตากโชคชัย,60,กิโลกรัม,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,ข้าวและธัญพืช,ข้าวกล้องหอมมะลิ,ข้าวกล้องหอมมะลิ เชียงราย,50,กิโลกรัม,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,ผัก,คะน้า,คะน้าเห็ดหอม,100,กิโลกรัม,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,ชาลำไย,ชาลำไย,100,ห่อ,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,ชาชงสมุนไพร,ชาหญ้ารีแพร์,60,แพ็ค,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,ชาถั่วดาวอินคา,ชาออร์แกนิคดาวอินคา,100,ถุง,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,อัญชันแห้ง,ดอกอัญชันอบแห้ง 100%,100,ชิ้น,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,ไซรัปสับปะรด,น้ำไซรัปสับปะรดแปรรูป อิงดอย,130,ขวด,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,อัญชันแห้ง,ใบเตยหอมผสมดอกอัญชันอบแห้ง 100%,100,ชิ้น,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,ตะไคร้ใบเตย,ใบเตยหอมอบแห้ง 100%,100,ชิ้น,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,พืชสมุนไพร,ขมิ้นชัน,ผงขมิ้นชัน 100%,100,ชิ้น,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,พืชสมุนไพร,ขมิ้นเหลือง,ผงขมิ้นเหลือง 100%,100,ชิ้น,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,พืชสมุนไพร,ขิง,ผงขิง 100%,100,ชิ้น,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,อัญชันแห้ง,ผงดอกอัญชัน 100%,100,ชิ้น,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,พืชสมุนไพร,บอระเพ็ด,ผงบอระเพ็ด 100%,100,ชิ้น,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,พริกไทยดำ,ผงพริกไทยดำ 100%,100,ชิ้น,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,พืชสมุนไพร,ไพล,ผงไพล 100%,100,ชิ้น,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,พืชสมุนไพร,ฟ้าทะลายโจร,ผงฟ้าทะลายโจร 100%,100,ชิ้น,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,พืชสมุนไพร,มะขามป้อม,ผงมะขามป้อม 100%,100,ชิ้น,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,ผัก,ผักบุ้งจีน,ผักบุ้งจีน,60,กิโลกรัม,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,ลำไยอบแห้ง,ลำไยอบแห้งสีทอง,400,กิโลกรัม,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,ไส้อั่ว,ไส้อั่วไก่,200,แพ็ค,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,ไส้อั่ว,ไส้อั่วเนื้อ,350,แพ็ค,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,ไส้อั่ว,หมูหลุม หมูดำ ไส้อั่ว (500 กรัม),350,กิโลกรัม,IQS
ม่อนจองฟาร์ม,www.dgtfarm.com/monjongfarm,ลำปาง,สินค้าแปรรูป,หมูแดดเดียว,หมูหลุมแดดเดียว (500 กรัม),300,กิโลกรัม,IQS
มะพร้าวคลองเขิน,www.dgtfarm.com/wasanagarden,สมุทรสงคราม,ผลไม้,มะพร้าว,มะพร้าวแก่,15,ลูก,GAP
มะพร้าวทอง บางตะพง,www.dgtfarm.com/GCT,นครศรีธรรมราช,ประมง,ปลาน้ำจืด,ปลานิลหยองเลี้ยงด้วยวิถี ORGANIC100% รับรองจากมาตรฐาน GAP,120,กระปุก,อยู่ระหว่างขอการรับรอง
มะม่วงรักบ้านเกิด,www.dgtfarm.com/mamuangrakbankerd,อุดรธานี,สินค้าแปรรูป,ปลาแปรรูป,แคปปลาสลิดพร้อมทอด บรรจุถุง 300 กรัม,150,ถุง,GAP
มะม่วงสวนหงษ์แก้ว,www.dgtfarm.com/suanhongkaew,นครราชสีมา,ผลไม้,ส้มโอทองดี,ส้มโอทองดีบ้านแท่น เกรดพรีเมี่ยม บรรจุ 2 ลูก,200,กล่อง,GAP
มังคุดบ้านสวน,www.dgtfarm.com/Bansuan,นครศรีธรรมราช,ผลไม้,เสาวรส,เสาวรส,40,กิโลกรัม,GAP
ม้าแก้ว,www.dgtfarm.com/Makaw39,สุพรรณบุรี,สินค้าแปรรูป,ชาดาวอินคา (ซอง),ชาดาวอินคา ไร่ชัชวาล,45,แพ็ค,GAP
มิกะเมล่อนฟาร์ม สวนบุญสม,www.dgtfarm.com/MikaMalon,นครสวรรค์,ผัก,บัตเตอร์นัท,ฟักบัตเตอร์นัทกลอ่ง 5 กก.,200,กล่อง,GAP
เมล่อน ๙๑๐๑,www.dgtfarm.com/SANONGMELON,พิษณุโลก,ผลไม้,ทุเรียน,ทุเรียน,150,กิโลกรัม,GAP
เมาท์เทนฟาร์ม,www.dgtfarm.com/mountainF,นครสวรรค์,ผลไม้,ขนุนทองประเสริฐ,ขนุน,15,กิโลกรัม,GAP
เมี่ยงคำ ลำพญา,www.dgtfarm.com/noon12345,นครปฐม,ผลไม้,มะละกอ,"มะละกอดิบ,สุก",20,กิโลกรัม,gap
แม่จำเนียร,www.dgtfarm.com/MaeJumNearn,แพร่,สินค้าแปรรูป,แคปซูลผงกล้วยดิบ,ผงกล้วยหอมดิบ ออร์แกนิก 100%,100,ซอง,GAP
ไม้หัวดอกสวย,www.dgtfarm.com/maihuadoksuai,ชลบุรี,ผลไม้,มะละกอฮอลแลนด์,บ้านสวน T&N,35,ลูก,QR Trace
ไม้หัวดอกสวย,www.dgtfarm.com/maihuadoksuai,ชลบุรี,ผลไม้,แตงโม,บ้านสวน T&N,65,ลูก,QR Trace
ยังแค็ป,www.dgtfarm.com/nattachainakkasem03,นครศรีธรรมราช,ข้าวและธัญพืช,ข้าวหอมนิลอินทรีย์,ข้าวหอมนิลอินทรีย์,70,กิโลกรัม,GAP
ยังแค็ป,www.dgtfarm.com/nattachainakkasem03,นครศรีธรรมราช,ผลไม้,ฝรั่งกิมจู,ฝรั่งกิมจู คัดพิเศษ,35,กิโลกรัม,GAP
ยังแค็ป,www.dgtfarm.com/nattachainakkasem03,นครศรีธรรมราช,ผัก,กระเจี๊ยบเขียว,อินทรีย์,60,กิโลกรัม,GAP
ยามเย็นฟาร์ม,www.dgtfarm.com/Yamyenfarm,สุพรรณบุรี,สินค้าแปรรูป,พริกไทยดำ,พริกไทยดำ,50,ซอง,otop
ยามเย็นฟาร์ม,www.dgtfarm.com/Yamyenfarm,สุพรรณบุรี,สินค้าแปรรูป,พริกไทยดำ,พริกไทยดำแพ็คสุญญากาศ,280,กิโลกรัม,otop
รวมความหวาน,www.dgtfarm.com/renukh2522,พิษณุโลก,สินค้าแปรรูป,ทุเรียนทอด,ทุเรียนทอด,120,ถุง,GAP
รสสุคนธ์ Farm,www.dgtfarm.com/RssukhnthFarm,สุราษฎร์ธานี,สินค้าแปรรูป,ทุเรียนกวน,ทุเรียนกวนแปรรูป,180,ถุง,GAP
รสสุคนธ์ Farm,www.dgtfarm.com/RssukhnthFarm,สุราษฎร์ธานี,ผลไม้,ทุเรียนชะนี,ทุเรียนผลสดพันธุ์ชะนี,180,กิโลกรัม,GAP
ระเบียบ ฟาร์ม,www.dgtfarm.com/ddrabiab,สุราษฎร์ธานี,สินค้าแปรรูป,ทุเรียนทอด,ทุเรียนทอด เกรดC 500 กรัม (ชิ้นเล็กปนป่น เคี้ยวเพลินทั้งวัน),339,ถุง,GAP 
ร้าน กล้วย กล้วย BY นาตยาฟาร์ม,www.dgtfarm.com/Nattayafarm,พัทลุง,ผลไม้,แตงโม,แตงโมไร้เมล็ด,40,กิโลกรัม,GAP
ร้าน ของดี ของลำ เมืองพะเยา,www.dgtfarm.com/SORAWIT3308,พะเยา,ผลไม้,ส้มโอทับทิมสยาม,ส้มโอทับทิมสยาม,150,กิโลกรัม,อยู่ระหว่างขอมาตรฐาน
ร้านค้ากลุ่มนาแปลงใหญ่ บ้านเมืองบัวหมู่ 1,www.dgtfarm.com/PPOFarmShop,ร้อยเอ็ด,ข้าวและธัญพืช,ข้าวหอมมะลิ,ข้าวขาวหอมมะลิ 105 อินทรีย์พีเมี่ยม,45,กิโลกรัม,Organic
ร้านค้ากลุ่มนาแปลงใหญ่ บ้านเมืองบัวหมู่ 1,www.dgtfarm.com/PPOFarmShop,ร้อยเอ็ด,ข้าวและธัญพืช,ข้าวหอมมะลิ,ข้าวหอมมะลิทุ่งกุลา,70,กิโลกรัม,EU
ร้านค้ากลุ่มนาแปลงใหญ่ บ้านเมืองบัวหมู่ 1,www.dgtfarm.com/PPOFarmShop,ร้อยเอ็ด,สินค้าแปรรูป,ข้าวชงอินทรีย์ไรซ์เบอรี่,เครื่องดื่มครีมผงข้าวหอมมะลิ,160,กระปุก,ORGANIC
ร้านจินธนาผักเมืองหนาว,www.dgtfarm.com/Jinthana,เชียงใหม่,สินค้าแปรรูป,ไตปลาเเห้ง,ไตปลาเเห้ง,100,ถุง,GAP
ร้านจินธนาผักเมืองหนาว,www.dgtfarm.com/Jinthana,เชียงใหม่,สินค้าแปรรูป,น้ำพริก,น้ำพริก ไตปลาเเห้ง,35,ชิ้น,GAP
ร้านจินธนาผักเมืองหนาว,www.dgtfarm.com/Jinthana,เชียงใหม่,สินค้าแปรรูป,น้ำพริกกุ้ง,น้ำพริกกุ้งเสียบ 3 รส,35,ชิ้น,GAP
ร้านจินธนาผักเมืองหนาว,www.dgtfarm.com/Jinthana,เชียงใหม่,สินค้าแปรรูป,น้ำพริก,น้ำพริกนรกแมงดา,35,ชิ้น,GAP
ร้านทิพย์การเกษตร,www.dgtfarm.com/ThipKanKaset,พะเยา,เครื่องสำอาง,โลชั่น,โลชั่นเมล่อน,150,กระปุก,PGS
ร้านพาข้าว,www.dgtfarm.com/PRANEET,นครสวรรค์,ข้าวและธัญพืช,ข้าวหอมมะลิแดง,ข้าวหอมมะลิแดงขัวญสุดใจ อินทรีย์,80,กิโลกรัม,GAP
ร้านลุงเปี้ยกผักปลอดสารพิษ,www.dgtfarm.com/adisakprompuk,สุโขทัย,ผัก,เรดโอ้ค,ผักสลัดเรดโอ๊ค,120,กิโลกรัม,GAP
ร้านสวนศราพร ปราจีนบุรี,www.dgtfarm.com/Prawet,ปราจีนบุรี,ผลไม้,มังคุด,โปรมังคุด 5 กิโล 299 บาท,299,กล่อง,GAP
เรือนชมดาว,www.dgtfarm.com/RueanChomDao,หนองคาย,ผัก,ผักสลัด,กระเช้าผักสลัด,199,ตระกร้า,Organic Thailand
เรือนชมดาว,www.dgtfarm.com/RueanChomDao,หนองคาย,ผัก,ผักสลัด,ผักสลัดรวม,50,แพ็ค,Organic Thailand
เรือนชมดาว,www.dgtfarm.com/RueanChomDao,หนองคาย,ผลไม้,เมล่อน,เมล่อน ผิวตาข่าย,180,กิโลกรัม,Organic Thailand
ไร่กัญชา บ้านกิ่ว,www.dgtfarm.com/somchetudomwong,ลำปาง,ผลไม้,เสาวรส,เสาวรสพันธุ์ไทนุง,80,กิโลกรัม,PGS
ไรซ์เบิร์ด ออร์แกนิคฟาร์ม,www.dgtfarm.com/ricebird2014,สุโขทัย,ไข่,ไข่ไก่,ไข่ไก่ ด. แดง,50,ลูก,Organic Thailand
ไรซ์เบิร์ด ออร์แกนิคฟาร์ม,www.dgtfarm.com/ricebird2014,สุโขทัย,สินค้าแปรรูป,มะนาวแช่อิ่ม,มะนาวแช่อิ่มในน้ำผึ้ง,250,กระปุก,Organic Thailand
ไร่ตะวัน,www.dgtfarm.com/tawanfarm,เพชรบูรณ์,ข้าวและธัญพืช,เมล็ดพันธ์ข้าว,พิษณุโลก2,360,กระสอบ,PGS
ไร่ทองทวี,www.dgtfarm.com/Raitongtawee,อุบลราชธานี,สินค้าแปรรูป,ชาสมุนไพรตะไคร้,ชาสมุนไพรตะไคร้,150,กิโลกรัม,
ไร่พงษ์ศักดิ์,www.dgtfarm.com/pongsak,ยโสธร,ผลไม้,กล้วยหอมทอง,กล้วยหอมทอง บานาน่าส์คิง,6,ลูก,PGS
ไร่พอเพียง,www.dgtfarm.com/salfa,ชลบุรี,สินค้าแปรรูป,มะพร้าวกะทิพร้อมทาน,มะพร้าวกะทิ มะพร้าวทับสะแก,150,แพ็ค,GAP
ไร่พัทธนันธ์,www.dgtfarm.com/PhattananFarm,กาญจนบุรี,สินค้าแปรรูป,กาแฟ,กาแฟเมืองปาน ซานคอฟฟี่,600,กิโลกรัม,PGS 
ไร่ไพศาลสุวรรณ์ เกษตรอินทรีย์,www.dgtfarm.com/PisarnSuwanOrganicFa,เชียงราย,สินค้าแปรรูป,กาแฟ,Arabica Organic Coffee ตราม่อนจองฟาร์ม (ชนิดผงคั่วเข้ม 250g),225,ถุง,GAP
ไร่ภูพิบูลย์,www.dgtfarm.com/phuphibooon,สระบุรี,สินค้าแปรรูป,น้ำพริกกุ้ง,น้ำพริกเผากุ้ง เมืองเหน่อ,60,กระปุก,GAP
ไร่ม่วนใจ๋@พะเยา,www.dgtfarm.com/PUNTIKA,พะเยา,ผัก,กรีนคอส,กรีนคอส,80,กิโลกรัม,GAP
ไร่มะขาม,www.dgtfarm.com/Banraimakham,เพชรบุรี,ผัก,ต้นหอมญี่ปุ่น,ต้นหอมญี่ปุ่น,70,กิโลกรัม,GAP
ไร่รวงข้าวภูตะวัน,www.dgtfarm.com/sunandrice,ราชบุรี,ผลไม้,ส้มโอทับทิมสยาม,ส้มโอทับทิมสยาม,500,กล่อง,IFOAM
ไร่วรปรัชญ์,www.dgtfarm.com/wall,ศรีสะเกษ,ผลไม้,ทุเรียนหมอนทอง,ทุเรียนหมอนทองภูเขาไฟ ศรีสะเกษ,250,กิโลกรัม,GAP
ไร่วียะศรี เมล่อนคาเฟ่เชียงใหม่,www.dgtfarm.com/raiweeyasri,เชียงใหม่,สินค้าแปรรูป,มะม่วงอบแห้ง,มะม่วงผิงกั่วเหวินอบไม่มีน้ำตาล,89,กระปุก,GAP
ไร่หวานซึ้ง,www.dgtfarm.com/banmonghomestay,แม่ฮ่องสอน,สินค้าแปรรูป,ข้าวกล้องผสมธัญพืชอบกรอบ,Rice bar (ข้าวพอง),35,แพ็ค,GAP
ไร่หวานซึ้ง,www.dgtfarm.com/banmonghomestay,แม่ฮ่องสอน,ข้าวและธัญพืช,ข้าวกล้องไรซ์เบอรี่,ข้าวกล้องไรซ์เบอรี่ แพ็ค 1 กก.,70,กิโลกรัม,GAP
ไร่หวานซึ้ง,www.dgtfarm.com/banmonghomestay,แม่ฮ่องสอน,สินค้าแปรรูป,ข้าวแต๋น,ข้าวป๊อปผสมธัญพืช,35,กล่อง,GAP
ไร่หวานซึ้ง,www.dgtfarm.com/banmonghomestay,แม่ฮ่องสอน,ข้าวและธัญพืช,ข้าวเหนียว,ข้าวเหนียวเขี้ยวงู แพ็คละ 5 กก.,250,กิโลกรัม,GAP
ไร่หวานซึ้ง,www.dgtfarm.com/banmonghomestay,แม่ฮ่องสอน,ผัก,ขึ้นฉ่าย,ขึ้นฉ่ายปลอดสารเคมี,70,กิโลกรัม,GAP
ไร่หวานซึ้ง,www.dgtfarm.com/banmonghomestay,แม่ฮ่องสอน,สินค้าแปรรูป,น้ำพริก,น้ำพริกแกงพื้นเมือง,70,ถุง,GAP
ไร่หวานซึ้ง,www.dgtfarm.com/banmonghomestay,แม่ฮ่องสอน,สินค้าแปรรูป,น้ำพริก,น้ำพริกน้ำเงี้ยว,70,ถุง,GAP
ไร่หวานซึ้ง,www.dgtfarm.com/banmonghomestay,แม่ฮ่องสอน,สินค้าแปรรูป,น้ำพริก,น้ำพริกน้ำเงี้ยว พรีเมี่ยม,75,ถุง,GAP
ไร่อัจฉรา Achara Smart Farm,www.dgtfarm.com/AcharaSmartFarm,ลพบุรี,ผลไม้,ฝรั่งกิมจู,ฝรั่งกิมจู,35,กิโลกรัม,GAP
ไร่อัจฉรา Achara Smart Farm,www.dgtfarm.com/AcharaSmartFarm,ลพบุรี,ผลไม้,ส้มโอทองดี,ส้มโอทองดีบ้านแท่น เกรดพรีเมี่ยม บรรจุ 8 ลูก,800,กล่อง,GAP
ไร่อุดมสุข,www.dgtfarm.com/Udomsuk,นครสวรรค์,ข้าวและธัญพืช,ข้าวหอมมะลิแดง,ข้าวหอมมะลิแดงขัวญสุดใจ อินทรีย์,80,กิโลกรัม,GAP
ไร่เอี่ยมอ่อง กาญจนบุรี,www.dgtfarm.com/praewrung8farm,กาญจนบุรี,ผัก,ถั่วอินคา,ถั่วอินคา ไร่ชัชวาล,1,ลูก,PGS
ลัทธพลฟาร์ม,www.dgtfarm.com/RTP2510,ราชบุรี,ประมง,ปู,ปูดำ,500,กิโลกรัม,GAP
ลัทธพลฟาร์ม,www.dgtfarm.com/RTP2510,ราชบุรี,สินค้าแปรรูป,มังคุดกวน,มังคุดกวน อินทรีย์,50,กระปุก,GAP
